# H2 mass function from Boselli et al. (2014;  A&A, 564, A66)
#"Date: 2/9/18  2:32:35 PM"
#h = 0.7
#constant XCO
#log(mh2) log(N/vol)
7.39189 -3.06989 -3.32527 -2.86828 
7.78378 -2.45161 -2.54570 -2.37097 
8.18919 -1.91398 -1.96774 -1.84677 
8.62162 -2.12903 -2.20968 -2.03495 
9.01351 -2.41129 -2.51882 -2.31720 
9.41892 -2.62634 -2.80108 -2.53226 
9.81081 -2.73387 -2.85484 -2.54570 
10.2297 -3.64785 -5.97312 -3.36559 
#Lum dependant XCO
7.59030 -3.19086 -3.58065 -2.98925 
7.98113 -2.55914 -2.72043 -2.45161 
8.37197 -2.22312 -2.30376 -2.14247 
8.78976 -1.94086 -1.99462 -1.90054 
9.18059 -1.98118 -2.06183 -1.90054 
9.59838 -2.72043 -2.92204 -2.62634 
9.98922 -3.67473 -5.98656 -3.31183 
