#data from Elson (2017)
#UGCnumber V0 RPR 100alpha M/L Mb(10^8Msun) Jb(10^10Msun kpc km/s) jb (kpc km/s)
2023 77.2   77.2   23.2   0.78 7.7 11.6 150.8
2034 29.1   12.3   6.2    1.04 13.8 20.6 149.6
2455 9.6    2.7    11.9   0.36 16.4 21.8 132.9
3371 99.1   66.0   -2.8   1.87 26.0 111.0 426.2 
3711 92.2   12.0   0.3    0.46 7.0 14.0 198.3
3966 42.7   10.2   2.1    0.08 1.4 1.1 76.8 
4173 27.9   20.3   14.0   2.88 40.1 132.0 329.0
4305 43.1   64.4   -4.9   0.14 7.0 7.1 100.9
4325 96.1   22.8   -0.7   0.29 11.0 30.7 279.1
4499 75.8   33.4   -0.2   0.35 14.2 36.3 255.4
4543 56.5   2.4    0.3    0.56 96.1 708.5 736.5
5272 9.2    9.1    58.8   0.20 1.8 1.0 57.0 
5414 51.6   31.4   8.8    1.11 13.3 20.2 150.7
5721 90.3   27.1   -1.5   0.20 5.9 13.5 227.6
5829 23.6   14.9   17.2   1.55 22.1 48.3 218.6
5918 29.9   16.0   6.6    1.22 3.1 3.8 123.9 
6446 68.0   18.6   2.0    1.94 42.4 125.2 295.2
6628 42.3   12.3   -0.0   1.60 48.7 99.0 203.1
7047 5.9    2.3    13.8   0.25 1.2 0.5 39.8 
7232 11.7   10.0   46.0   0.95 1.7 0.4 25.3
7261 70.5   15.9   1.1    0.50 11.0 28.9 261.7
7323 988.5  920.0  -258.1 0.54 20.1 55.0 272.5 
7399 89.5   20.5   1.6    0.50 7.7 18.7 241.2
7524 79.9   120.6  0.9    0.97 22.8 70.1 307.1
7559 103.6  160.3  -52.4  0.25 0.7 0.2 35.5
7608 68.4   50.0   4.4    0.35 6.3 12.4 195.8
7690 67.3   12.3   -2.0   0.90 7.2 6.2 85.4
7866 20.1   17.9   10.9   0.40 1.4 0.6 45.6 
7971 571.1  535.0  -281.9 1.02 7.2 5.2 72.9
8490 78.9   29.9   -0.0   0.28 6.8 16.6 243.6
9211 91.0   42.4   -8.0   0.52 9.8 24.5 249.3
9992 30.1   6.3    1.0    0.69 3.0 2.1 69.5 
10310 78.5  25.3   -1.1   0.36 16.0 53.1 330.2
11861 206.9 58.2   -7.7   0.86 208.8 3178.2 1522.1
12060 75.1  13.8   -0.1   1.93 33.8 108.9 322.3 
12632 60.4  34.6   3.4    0.19 10.6 34.0 318.7 
12732 59.4  20.4   5.4    1.04 40.5 273.5 673.8
